timestamp,Observed,XGB,GBR,SARIMA,SARIMAX
2023-08-27 16:00:00,482.100000,492.133606,517.285835,507.977847,404.664054
2023-08-27 17:00:00,495.000000,521.142456,529.324776,571.267484,546.839875
2023-08-27 18:00:00,561.000000,564.766418,549.091110,654.476649,652.012078
2023-08-27 19:00:00,638.220000,658.678040,642.296425,704.481910,738.231491
2023-08-27 20:00:00,648.220000,674.359192,681.631124,713.728460,744.508848
2023-08-27 21:00:00,613.000000,604.482483,605.504362,667.504305,634.369269
2023-08-27 22:00:00,543.120000,565.476501,586.768209,591.417495,487.156477
2023-08-27 23:00:00,483.750000,488.080627,494.326056,515.973601,368.512948
2023-08-28 00:00:00,464.000000,475.439850,472.116833,496.655460,389.255344
2023-08-28 01:00:00,421.000000,460.229523,448.731194,471.020043,371.630905
2023-08-28 02:00:00,412.000000,425.183777,418.597167,461.057321,386.250722
2023-08-28 03:00:00,408.000000,428.115997,413.238586,459.024788,399.507293
2023-08-28 04:00:00,426.000000,433.103912,427.732491,457.561695,389.500927
2023-08-28 05:00:00,438.000000,459.425110,456.346126,464.105921,427.609191
2023-08-28 06:00:00,554.000000,540.135986,532.024506,536.275981,588.220709
2023-08-28 07:00:00,650.000000,610.364685,590.871358,558.313844,644.617034
2023-08-28 08:00:00,678.300000,663.517700,649.807932,534.679351,663.785403
2023-08-28 09:00:00,640.000000,639.395508,649.923336,470.276247,609.718806
2023-08-28 10:00:00,560.000000,593.999512,597.786680,423.238805,598.656652
2023-08-28 11:00:00,550.000000,551.599182,544.209523,409.429748,658.515396
2023-08-28 12:00:00,600.000000,555.909607,540.706741,404.151048,689.572818
2023-08-28 13:00:00,624.780000,604.047913,586.186096,405.773101,634.872156
2023-08-28 14:00:00,624.790000,628.402954,618.158327,413.819869,590.443602
2023-08-28 15:00:00,698.060000,662.631653,634.701172,441.555858,572.849752
2023-08-28 16:00:00,770.000000,747.426941,741.335951,502.586459,675.782272
2023-08-28 17:00:00,840.000000,822.115784,828.584962,565.959034,794.441571
2023-08-28 18:00:00,862.220000,921.159241,920.464941,649.141440,825.210897
2023-08-28 19:00:00,916.430000,923.607727,916.837678,699.359495,991.317282
2023-08-28 20:00:00,923.050000,876.200378,916.886093,708.769212,980.903029
2023-08-28 21:00:00,814.220000,823.076416,809.980036,662.761068,838.484749
2023-08-28 22:00:00,650.000000,715.433228,747.385710,586.933900,698.340807
2023-08-28 23:00:00,510.000000,554.509277,587.165507,511.667250,542.720818
2023-08-29 00:00:00,515.000000,506.229797,494.672917,492.480778,555.090787
2023-08-29 01:00:00,500.000000,503.601318,507.691518,466.975860,451.589105
2023-08-29 02:00:00,489.200000,492.294220,499.491944,457.137409,426.879903
2023-08-29 03:00:00,479.200000,482.618286,491.849004,455.224369,383.000944
2023-08-29 04:00:00,484.000000,486.800171,497.898790,453.873830,371.320670
2023-08-29 05:00:00,501.000000,493.804291,506.561465,460.525575,393.184969
2023-08-29 06:00:00,577.000000,612.041443,590.410409,532.791479,551.090824
2023-08-29 07:00:00,631.760000,625.587402,620.292991,554.928222,597.242370
2023-08-29 08:00:00,650.000000,667.898682,655.010838,531.396555,633.383226
2023-08-29 09:00:00,605.000000,631.099426,638.226601,467.092045,555.950734
2023-08-29 10:00:00,565.000000,592.588501,574.643095,420.145409,628.652458
2023-08-29 11:00:00,550.000000,574.437988,550.622973,406.424530,612.702806
2023-08-29 12:00:00,515.000000,562.958618,544.851902,401.230686,622.558015
2023-08-29 13:00:00,520.000000,534.127747,518.350553,402.934643,590.867849
2023-08-29 14:00:00,530.000000,542.951111,533.856926,411.061451,692.564935
